Sample,Pooled,Year,SITE,TreatmentDay,GENE,G_annotation,COVERAGE,VAF,VF,SNP,PooledSize,PooledGroup
19GNHa00xp030PfF1290,Pooled,19,Hamdalaye,00,K13,R515K,644,0%,0,R515,5,30
18GNMa00xp003PfF1290,Pooled,18,Maferinyah,00,K13,C580Y,645,0%,0,C580,5,3
19GNDo00xp022PfF1290,Pooled,19,Dorota,00,K13,A481V,649,0%,0,A481,5,22
19GNDo00xp018PfF1290,Pooled,19,Dorota,00,K13,R539T,643,0%,0,R539,5,18
19GNHa00xp034PfF1290,Pooled,19,Hamdalaye,00,K13,P441L,643,0%,0,P441,5,34
19GNDo00xp023PfF1290,Pooled,19,Dorota,00,K13,M476I,650,0%,0,M476,5,23
18GNMa00xp026PfF1290,Pooled,18,Maferinyah,00,K13,R622I,643,0%,0,R622,5,26
19GNDo00xp008PfF1290,Pooled,19,Dorota,00,K13,P441L,644,0%,0,P441,5,8
18GNMa00xp003PfF1290,Pooled,18,Maferinyah,00,K13,V568G,645,0%,0,V568,5,3
19GNDo00xp032PfF1290,Pooled,19,Dorota,00,K13,P574L,646,0%,0,P574,4,32
18GNMa00xp003PfF1290,Pooled,18,Maferinyah,00,K13,P574L,644,0%,0,P574,5,3
19GNDo00xp022PfF1290,Pooled,19,Dorota,00,K13,C580Y,647,0%,0,C580,5,22
18GNMa00xp024PfF1290,Pooled,18,Maferinyah,00,K13,R561H,655,0%,0,R561,5,24
19GNDo00xp013PfF1290,Pooled,19,Dorota,00,K13,V568G,650,0%,0,V568,5,13
19GNHa00xp028PfF1290,Pooled,19,Hamdalaye,00,DHFR,A16V,650,0%,0,A16,5,28
18GNMa00xp039PfF1290,Pooled,18,Maferinyah,00,K13,I543T,659,0%,0,I543,5,39
18GNMa00xp021PfF1290,Pooled,18,Maferinyah,00,mitochondrial genome - CYTB CDS,I258M,648,0%,0,I258,5,21
19GNHa00xp022PfF1290,Pooled,19,Hamdalaye,00,K13,A675V,650,0%,0,A675,4,22
19GNHa00xp030PfF1290,Pooled,19,Hamdalaye,00,K13,F446I,648,0%,0,F446,5,30
18GNMa00xp034PfF1290,Pooled,18,Maferinyah,00,mitochondrial genome - CYTB CDS,Y268N,649,0%,0,Y268,5,34
19GNDo00xp020PfF1290,Pooled,19,Dorota,00,K13,P441L,650,0%,0,P441,5,20
19GNHa00xp033PfF1290,Pooled,19,Hamdalaye,00,DHFR,A16V,663,0%,0,A16,5,33
19GNDo00xp013PfF1290,Pooled,19,Dorota,00,K13,P574L,651,0%,0,P574,5,13
18GNMa00xp032PfF1290,Pooled,18,Maferinyah,00,K13,C580Y,652,0%,0,C580,5,32
17GNDo00xp043PfF1153,Pooled,17,Dorota,00,K13,N537I,65,0%,0,N537,3,26
18GNMa00xp047PfF1153,Pooled,18,Maferinyah,00,K13,R622I,65,0%,0,R622,2,26
19GNDo00xp024PfF1290,Pooled,19,Dorota,00,PfCRT,M343L,65,0%,0,M343,5,24
19GNDo00xp024PfF1290,Pooled,19,Dorota,00,PfCRT,C350R,65,0%,0,C350,5,24
19GNDo00xp024PfF1290,Pooled,19,Dorota,00,PfCRT,G353V,65,0%,0,G353,5,24
19GNDo00xp024PfF1290,Pooled,19,Dorota,00,PfCRT,I356T,65,0%,0,I356,5,24
19GNDo00xp025PfF1290,Pooled,19,Dorota,00,PfCRT,M74I,65,0%,0,M74,5,25
19GNDo00xp046PfF1153,Pooled,19,Dorota,00,K13,A578S,65,0%,0,A578,2,26
19GNDo00xp046PfF1153,Pooled,19,Dorota,00,K13,D584V,65,0%,0,D584,2,26
17GNDo00xp043PfF1153,Pooled,17,Dorota,00,K13,G538V,66,0%,0,G538,3,26
18GNLa00xp011PfF1290,Pooled,18,Lay-Sarè,00,DHFR,A16V,66,0%,0,A16,5,11
18GNLa00xp017PfF1290,Pooled,18,Lay-Sarè,00,DHFR,I164L,66,0%,0,I164,5,17
19GNHa00xp002PfF1290,Pooled,19,Hamdalaye,00,K13,N458Y,66,0%,0,N458,5,2
19GNHa00xp026PfF1290,Pooled,19,Hamdalaye,00,PfCRT,T93S,66,0%,0,T93,5,26
19GNDo00xp045PfF1153,Pooled,19,Dorota,00,PfCRT,T93S,67,0%,0,T93,6,26
18GNMa00xp031PfF1290,Pooled,18,Maferinyah,00,mitochondrial genome - CYTB CDS,Y268N,651,0%,0,Y268,5,31
19GNHa00xp018PfF1290,Pooled,19,Hamdalaye,00,K13,P527H,651,0%,0,P527,5,18
19GNHa00xp030PfF1290,Pooled,19,Hamdalaye,00,K13,A578S,651,0%,0,A578,5,30
18GNMa00xp005PfF1290,Pooled,18,Maferinyah,00,K13,I543T,653,0%,0,I543,5,5
19GNDo00xp008PfF1290,Pooled,19,Dorota,00,K13,F446I,653,0%,0,F446,5,8
19GNDo00xp022PfF1290,Pooled,19,Dorota,00,K13,A578S,652,0%,0,A578,5,22
19GNDo00xp023PfF1290,Pooled,19,Dorota,00,K13,P553L,660,0%,0,P553,5,23
18GNMa00xp035PfF1290,Pooled,18,Maferinyah,00,K13,C469F,664,0%,0,C469,5,35
18GNMa00xp035PfF1290,Pooled,18,Maferinyah,00,K13,C469Y,664,0%,0,C469,5,35
19GNDo00xp032PfF1290,Pooled,19,Dorota,00,K13,R515K,654,0%,0,R515,4,32
18GNMa00xp021PfF1290,Pooled,18,Maferinyah,00,K13,C469F,657,0%,0,C469,5,21
18GNMa00xp021PfF1290,Pooled,18,Maferinyah,00,K13,C469Y,657,0%,0,C469,5,21
19GNDo00xp009PfF1290,Pooled,19,Dorota,00,K13,V568G,660,0%,0,V568,5,9
19GNDo00xp008PfF1290,Pooled,19,Dorota,00,K13,P553L,661,0%,0,P553,5,8
19GNDo00xp027PfF1290,Pooled,19,Dorota,00,DHPS,A581G,654,0%,0,A581,5,27
19GNDo00xp036PfF1290,Pooled,19,Dorota,00,mitochondrial genome - CYTB CDS,Y268N,655,0%,0,Y268,5,36
19GNHa00xp034PfF1290,Pooled,19,Hamdalaye,00,K13,F446I,655,0%,0,F446,5,34
18GNMa00xp030PfF1290,Pooled,18,Maferinyah,00,mitochondrial genome - CYTB CDS,Y268N,655,0%,0,Y268,5,30
19GNDo00xp027PfF1290,Pooled,19,Dorota,00,PfCRT,T93S,662,0%,0,T93,5,27
18GNMa00xp020PfF1290,Pooled,18,Maferinyah,00,K13,P441L,657,0%,0,P441,5,20
18GNMa00xp017PfF1290,Pooled,18,Maferinyah,00,K13,F446I,661,0%,0,F446,5,17
19GNHa00xp036PfF1290,Pooled,19,Hamdalaye,00,K13,D584V,661,0%,0,D584,1,36
19GNDo00xp008PfF1290,Pooled,19,Dorota,00,K13,G449A,657,0%,0,G449,5,8
18GNMa00xp024PfF1290,Pooled,18,Maferinyah,00,K13,V568G,668,0%,0,V568,5,24
18GNMa00xp024PfF1290,Pooled,18,Maferinyah,00,K13,P553L,680,0%,0,P553,5,24
18GNMa00xp003PfF1290,Pooled,18,Maferinyah,00,K13,A578S,660,0%,0,A578,5,3
18GNMa00xp032PfF1290,Pooled,18,Maferinyah,00,K13,A578S,662,0%,0,A578,5,32
19GNDo00xp023PfF1290,Pooled,19,Dorota,00,K13,N458Y,660,0%,0,N458,5,23
17GNDo00xp043PfF1153,Pooled,17,Dorota,00,K13,R539T,66,0%,0,R539,3,26
17GNHa00xp037PfF1153,Pooled,17,Hamdalaye,00,K13,N537I,66,0%,0,N537,4,26
18GNMa00xp034PfF1290,Pooled,18,Maferinyah,00,K13,A675V,66,0%,0,A675,5,34
19GNDo00xp030PfF1290,Pooled,19,Dorota,00,PfCRT,T93S,66,0%,0,T93,5,30
19GNHa00xp018PfF1290,Pooled,19,Hamdalaye,00,PfCRT,G353V,66,0%,0,G353,5,18
17GNHa00xp037PfF1153,Pooled,17,Hamdalaye,00,K13,G538V,67,0%,0,G538,4,26
18GNMa00xp032PfF1290,Pooled,18,Maferinyah,00,DHPS,K540E,68,0%,0,K540,5,32
18GNMa00xp024PfF1290,Pooled,18,Maferinyah,00,K13,R622I,662,0%,0,R622,5,24
19GNDo00xp022PfF1290,Pooled,19,Dorota,00,K13,P527H,664,0%,0,P527,5,22
19GNDo00xp014PfF1290,Pooled,19,Dorota,00,K13,C580Y,665,0%,0,C580,5,14
19GNDo00xp032PfF1290,Pooled,19,Dorota,00,K13,P441L,661,0%,0,P441,4,32
19GNDo00xp020PfF1290,Pooled,19,Dorota,00,mitochondrial genome - CYTB CDS,Y268N,663,0%,0,Y268,5,20
19GNHa00xp029PfF1290,Pooled,19,Hamdalaye,00,K13,A578S,663,0%,0,A578,5,29
18GNMa00xp019PfF1290,Pooled,18,Maferinyah,00,K13,P441L,663,0%,0,P441,5,19
19GNDo00xp013PfF1290,Pooled,19,Dorota,00,K13,D584V,665,0%,0,D584,5,13
19GNDo00xp035PfF1290,Pooled,19,Dorota,00,DHFR,A16V,680,0%,0,A16,5,35
18GNMa00xp014PfF1290,Pooled,18,Maferinyah,00,K13,D584V,667,0%,0,D584,5,14
19GNDo00xp027PfF1290,Pooled,19,Dorota,00,PfCRT,H97Y,667,0%,0,H97,5,27
19GNDo00xp014PfF1290,Pooled,19,Dorota,00,K13,D584V,666,0%,0,D584,5,14
19GNHa00xp030PfF1290,Pooled,19,Hamdalaye,00,K13,G449A,667,0%,0,G449,5,30
18GNLa00xp016PfF1290,Pooled,18,Lay-Sarè,00,K13,F446I,669,0%,0,F446,5,16
19GNHa00xp018PfF1290,Pooled,19,Hamdalaye,00,K13,R515K,676,0%,0,R515,5,18
19GNDo00xp031PfF1290,Pooled,19,Dorota,00,K13,N458Y,667,0%,0,N458,5,31
19GNDo00xp008PfF1290,Pooled,19,Dorota,00,K13,R561H,678,0%,0,R561,5,8
19GNHa00xp015PfF1290,Pooled,19,Hamdalaye,00,K13,R622I,670,0%,0,R622,5,15
19GNDo00xp030PfF1290,Pooled,19,Dorota,00,mitochondrial genome - CYTB CDS,Y268N,672,0%,0,Y268,5,30
19GNHa00xp015PfF1290,Pooled,19,Hamdalaye,00,K13,F446I,672,0%,0,F446,5,15
19GNDo00xp013PfF1290,Pooled,19,Dorota,00,K13,C580Y,668,0%,0,C580,5,13
18GNMa00xp025PfF1290,Pooled,18,Maferinyah,00,mitochondrial genome - CYTB CDS,I258M,670,0%,0,I258,5,25
19GNHa00xp029PfF1290,Pooled,19,Hamdalaye,00,K13,F446I,670,0%,0,F446,5,29
19GNDo00xp030PfF1290,Pooled,19,Dorota,00,K13,A578S,672,0%,0,A578,5,30
19GNHa00xp029PfF1290,Pooled,19,Hamdalaye,00,K13,C580Y,672,0%,0,C580,5,29
18GNMa00xp032PfF1290,Pooled,18,Maferinyah,00,K13,I543T,685,0%,0,I543,5,32
18GNLa00xp024PfF1290,Pooled,18,Lay-Sarè,00,K13,P553L,6773,0%,0,P553,5,24
17GNHa00xp037PfF1153,Pooled,17,Hamdalaye,00,K13,R539T,67,0%,0,R539,4,26
18GNLa00xp024PfF1290,Pooled,18,Lay-Sarè,00,PfCRT,F145I,67,0%,0,F145,5,24
19GNDo00xp029PfF1290,Pooled,19,Dorota,00,PfMDR1 ,D1246Y,67,0%,0,D1246,5,29
19GNDo00xp030PfF1290,Pooled,19,Dorota,00,PfCRT,H97Y,67,0%,0,H97,5,30
19GNHa00xp002PfF1290,Pooled,19,Hamdalaye,00,K13,P527H,67,0%,0,P527,5,2
19GNHa00xp008PfF1290,Pooled,19,Hamdalaye,00,DHFR,A16V,69,0%,0,A16,5,8
18GNMa00xp024PfF1290,Pooled,18,Maferinyah,00,DHFR,A16V,70,0%,0,A16,5,24
19GNDo00xp022PfF1290,Pooled,19,Dorota,00,K13,Y493H,671,0%,0,Y493,5,22
18GNMa00xp032PfF1290,Pooled,18,Maferinyah,00,K13,R539T,674,0%,0,R539,5,32
19GNDo00xp023PfF1290,Pooled,19,Dorota,00,K13,C469F,679,0%,0,C469,5,23
19GNDo00xp023PfF1290,Pooled,19,Dorota,00,K13,C469Y,679,0%,0,C469,5,23
18GNLa00xp009PfF1290,Pooled,18,Lay-Sarè,00,mitochondrial genome - CYTB CDS,I258M,672,0%,0,I258,5,9
19GNHa00xp029PfF1290,Pooled,19,Hamdalaye,00,K13,G449A,673,0%,0,G449,5,29
19GNHa00xp024PfF1290,Pooled,19,Hamdalaye,00,K13,A675V,674,0%,0,A675,5,24
19GNHa00xp030PfF1290,Pooled,19,Hamdalaye,00,K13,D584V,675,0%,0,D584,5,30
18GNMa00xp024PfF1290,Pooled,18,Maferinyah,00,K13,I543T,681,0%,0,I543,5,24
18GNMa00xp018PfF1290,Pooled,18,Maferinyah,00,K13,P441L,673,0%,0,P441,5,18
19GNDo00xp009PfF1290,Pooled,19,Dorota,00,K13,P574L,675,0%,0,P574,5,9
19GNDo00xp008PfF1290,Pooled,19,Dorota,00,K13,N458Y,675,0%,0,N458,5,8
19GNDo00xp014PfF1290,Pooled,19,Dorota,00,K13,A578S,676,0%,0,A578,5,14
18GNMa00xp039PfF1290,Pooled,18,Maferinyah,00,K13,D584V,679,0%,0,D584,5,39
19GNHa00xp018PfF1290,Pooled,19,Hamdalaye,00,K13,C580Y,679,0%,0,C580,5,18
19GNDo00xp018PfF1290,Pooled,19,Dorota,00,K13,R561H,685,0%,0,R561,5,18
18GNMa00xp032PfF1290,Pooled,18,Maferinyah,00,K13,N537I,677,0%,0,N537,5,32
18GNMa00xp032PfF1290,Pooled,18,Maferinyah,00,K13,D584V,677,0%,0,D584,5,32
18GNMa00xp032PfF1290,Pooled,18,Maferinyah,00,K13,G538V,678,0%,0,G538,5,32
19GNHa00xp047PfF1153,Pooled,19,Hamdalaye,00,K13,P527H,681,0%,0,P527,6,26
19GNDo00xp020PfF1290,Pooled,19,Dorota,00,K13,F446I,683,0%,0,F446,5,20
19GNDo00xp019PfF1290,Pooled,19,Dorota,00,mitochondrial genome - CYTB CDS,Y268N,677,0%,0,Y268,5,19
18GNMa00xp014PfF1290,Pooled,18,Maferinyah,00,K13,P553L,682,0%,0,P553,5,14
18GNMa00xp012PfF1290,Pooled,18,Maferinyah,00,K13,P553L,690,0%,0,P553,5,12
19GNHa00xp018PfF1290,Pooled,19,Hamdalaye,00,K13,D584V,677,0%,0,D584,5,18
19GNHa00xp018PfF1290,Pooled,19,Hamdalaye,00,K13,P574L,679,0%,0,P574,5,18
18GNMa00xp039PfF1290,Pooled,18,Maferinyah,00,K13,C580Y,679,0%,0,C580,5,39
19GNDo00xp008PfF1290,Pooled,19,Dorota,00,mitochondrial genome - CYTB CDS,Y268N,679,0%,0,Y268,5,8
18GNMa00xp014PfF1290,Pooled,18,Maferinyah,00,K13,C580Y,680,0%,0,C580,5,14
19GNDo00xp022PfF1290,Pooled,19,Dorota,00,K13,D584V,681,0%,0,D584,5,22
19GNDo00xp025PfF1290,Pooled,19,Dorota,00,K13,P441L,679,0%,0,P441,5,25
19GNDo00xp035PfF1290,Pooled,19,Dorota,00,PfCRT,V73V,682,0%,0,V73,5,35
19GNHa00xp015PfF1290,Pooled,19,Hamdalaye,00,K13,A675V,682,0%,0,A675,5,15
18GNMa00xp024PfF1290,Pooled,18,Maferinyah,00,K13,N537I,684,0%,0,N537,5,24
18GNMa00xp035PfF1290,Pooled,18,Maferinyah,00,K13,M476I,690,0%,0,M476,5,35
19GNHa00xp018PfF1290,Pooled,19,Hamdalaye,00,PfCRT,C350R,68,0%,0,C350,5,18
19GNDo00xp021PfF1290,Pooled,19,Dorota,00,PfMDR1 ,D1246Y,69,0%,0,D1246,5,21
19GNDo00xp046PfF1153,Pooled,19,Dorota,00,K13,N537I,69,0%,0,N537,2,26
17GNHa00xp037PfF1153,Pooled,17,Hamdalaye,00,K13,R561H,70,0%,0,R561,4,26
19GNDo00xp032PfF1290,Pooled,19,Dorota,00,K13,F446I,682,0%,0,F446,4,32
18GNMa00xp007PfF1290,Pooled,18,Maferinyah,00,mitochondrial genome - CYTB CDS,Y268N,685,0%,0,Y268,5,7
19GNDo00xp009PfF1290,Pooled,19,Dorota,00,K13,C580Y,685,0%,0,C580,5,9
18GNMa00xp022PfF1290,Pooled,18,Maferinyah,00,K13,M476I,686,0%,0,M476,5,22
19GNHa00xp018PfF1290,Pooled,19,Hamdalaye,00,K13,R561H,692,0%,0,R561,5,18
18GNMa00xp014PfF1290,Pooled,18,Maferinyah,00,K13,A578S,684,0%,0,A578,5,14
19GNHa00xp018PfF1290,Pooled,19,Hamdalaye,00,mitochondrial genome - CYTB CDS,I258M,684,0%,0,I258,5,18
19GNHa00xp029PfF1290,Pooled,19,Hamdalaye,00,K13,Y493H,684,0%,0,Y493,5,29
19GNHa00xp035PfF1290,Pooled,19,Hamdalaye,00,DHPS,A581G,684,0%,0,A581,5,35
18GNMa00xp039PfF1290,Pooled,18,Maferinyah,00,K13,P574L,686,0%,0,P574,5,39
18GNMa00xp021PfF1290,Pooled,18,Maferinyah,00,K13,A481V,687,0%,0,A481,5,21
18GNMa00xp022PfF1290,Pooled,18,Maferinyah,00,K13,A481V,687,0%,0,A481,5,22
19GNDo00xp032PfF1290,Pooled,19,Dorota,00,K13,C469F,699,0%,0,C469,4,32
19GNDo00xp032PfF1290,Pooled,19,Dorota,00,K13,C469Y,699,0%,0,C469,4,32
19GNDo00xp030PfF1290,Pooled,19,Dorota,00,K13,C580Y,686,0%,0,C580,5,30
19GNDo00xp008PfF1290,Pooled,19,Dorota,00,K13,R622I,687,0%,0,R622,5,8
18GNMa00xp024PfF1290,Pooled,18,Maferinyah,00,K13,R539T,693,0%,0,R539,5,24
19GNDo00xp004PfF1290,Pooled,19,Dorota,00,K13,N537I,696,0%,0,N537,5,4
19GNDo00xp018PfF1290,Pooled,19,Dorota,00,K13,V568G,700,0%,0,V568,5,18
18GNMa00xp024PfF1290,Pooled,18,Maferinyah,00,K13,G538V,686,0%,0,G538,5,24
19GNDo00xp013PfF1290,Pooled,19,Dorota,00,K13,A578S,687,0%,0,A578,5,13
19GNDo00xp032PfF1290,Pooled,19,Dorota,00,K13,C580Y,689,0%,0,C580,4,32
19GNHa00xp029PfF1290,Pooled,19,Hamdalaye,00,K13,D584V,689,0%,0,D584,5,29
19GNHa00xp018PfF1290,Pooled,19,Hamdalaye,00,K13,P553L,699,0%,0,P553,5,18
19GNHa00xp015PfF1290,Pooled,19,Hamdalaye,00,K13,N537I,701,0%,0,N537,5,15
19GNDo00xp009PfF1290,Pooled,19,Dorota,00,K13,A578S,690,0%,0,A578,5,9
19GNDo00xp032PfF1290,Pooled,19,Dorota,00,K13,M476I,690,0%,0,M476,4,32
18GNMa00xp024PfF1290,Pooled,18,Maferinyah,00,K13,A481V,695,0%,0,A481,5,24
18GNMa00xp024PfF1290,Pooled,18,Maferinyah,00,K13,M476I,696,0%,0,M476,5,24
18GNLa00xp024PfF1290,Pooled,18,Lay-Sarè,00,K13,R561H,6963,0%,0,R561,5,24
18GNMa00xp018PfF1290,Pooled,18,Maferinyah,00,K13,F446I,690,0%,0,F446,5,18
18GNMa00xp021PfF1290,Pooled,18,Maferinyah,00,K13,M476I,693,0%,0,M476,5,21
19GNDo00xp008PfF1290,Pooled,19,Dorota,00,K13,C469F,702,0%,0,C469,5,8
19GNDo00xp008PfF1290,Pooled,19,Dorota,00,K13,C469Y,702,0%,0,C469,5,8
19GNHa00xp047PfF1153,Pooled,19,Hamdalaye,00,K13,P553L,716,0%,0,P553,6,26
18GNMa00xp021PfF1290,Pooled,18,Maferinyah,00,DHPS,A581G,69,0%,0,A581,5,21
19GNDo00xp025PfF1290,Pooled,19,Dorota,00,PfCRT,N75E,69,0%,0,N75,5,25
19GNDo00xp046PfF1153,Pooled,19,Dorota,00,K13,G538V,69,0%,0,G538,2,26
19GNDo00xp046PfF1153,Pooled,19,Dorota,00,K13,R539T,69,0%,0,R539,2,26
19GNHa00xp001PfF1290,Pooled,19,Hamdalaye,00,K13,V568G,69,0%,0,V568,5,1
19GNHa00xp018PfF1290,Pooled,19,Hamdalaye,00,PfCRT,M343L,69,0%,0,M343,5,18
18GNMa00xp044PfF1153,Pooled,18,Maferinyah,00,DHFR,I164L,70,0%,0,I164,3,26
18GNMa00xp047PfF1153,Pooled,18,Maferinyah,00,K13,G538V,70,0%,0,G538,2,26
19GNDo00xp025PfF1290,Pooled,19,Dorota,00,PfCRT,K76T,71,0%,0,K76,5,25
19GNHa00xp017PfF1290,Pooled,19,Hamdalaye,00,PfCRT,C72S,71,0%,0,C72,5,17
18GNLa00xp004PfF1290,Pooled,18,Lay-Sarè,00,mitochondrial genome - CYTB CDS,I258M,690,0%,0,I258,5,4
18GNMa00xp035PfF1290,Pooled,18,Maferinyah,00,K13,A481V,690,0%,0,A481,5,35
19GNDo00xp032PfF1290,Pooled,19,Dorota,00,K13,A578S,691,0%,0,A578,4,32
18GNMa00xp014PfF1290,Pooled,18,Maferinyah,00,K13,P574L,691,0%,0,P574,5,14
18GNMa00xp024PfF1290,Pooled,18,Maferinyah,00,K13,P574L,692,0%,0,P574,5,24
19GNDo00xp032PfF1290,Pooled,19,Dorota,00,K13,G449A,693,0%,0,G449,4,32
19GNHa00xp013PfF1290,Pooled,19,Hamdalaye,00,K13,P441L,693,0%,0,P441,5,13
19GNDo00xp013PfF1290,Pooled,19,Dorota,00,mitochondrial genome - CYTB CDS,Y268N,695,0%,0,Y268,5,13
19GNDo00xp031PfF1290,Pooled,19,Dorota,00,K13,C469F,699,0%,0,C469,5,31
19GNDo00xp031PfF1290,Pooled,19,Dorota,00,K13,C469Y,699,0%,0,C469,5,31
19GNDo00xp009PfF1290,Pooled,19,Dorota,00,K13,D584V,694,0%,0,D584,5,9
19GNDo00xp031PfF1290,Pooled,19,Dorota,00,K13,P527H,694,0%,0,P527,5,31
18GNMa00xp032PfF1290,Pooled,18,Maferinyah,00,K13,P527H,698,0%,0,P527,5,32
19GNHa00xp029PfF1290,Pooled,19,Hamdalaye,00,K13,M476I,698,0%,0,M476,5,29
19GNHa00xp018PfF1290,Pooled,19,Hamdalaye,00,K13,N537I,703,0%,0,N537,5,18
19GNHa00xp029PfF1290,Pooled,19,Hamdalaye,00,K13,A481V,695,0%,0,A481,5,29
18GNMa00xp039PfF1290,Pooled,18,Maferinyah,00,K13,A578S,696,0%,0,A578,5,39
18GNMa00xp020PfF1290,Pooled,18,Maferinyah,00,K13,F446I,698,0%,0,F446,5,20
18GNMa00xp024PfF1290,Pooled,18,Maferinyah,00,K13,P441L,695,0%,0,P441,5,24
18GNMa00xp019PfF1290,Pooled,18,Maferinyah,00,K13,F446I,698,0%,0,F446,5,19
19GNHa00xp034PfF1290,Pooled,19,Hamdalaye,00,K13,G449A,698,0%,0,G449,5,34
18GNLa00xp014PfF1290,Pooled,18,Lay-Sarè,00,K13,N537I,702,0%,0,N537,5,14
18GNLa00xp012PfF1290,Pooled,18,Lay-Sarè,00,mitochondrial genome - CYTB CDS,I258M,697,0%,0,I258,5,12
19GNDo00xp019PfF1290,Pooled,19,Dorota,00,K13,P441L,697,0%,0,P441,5,19
19GNDo00xp032PfF1290,Pooled,19,Dorota,00,K13,N458Y,697,0%,0,N458,4,32
18GNMa00xp026PfF1290,Pooled,18,Maferinyah,00,K13,C469F,705,0%,0,C469,5,26
18GNMa00xp026PfF1290,Pooled,18,Maferinyah,00,K13,C469Y,705,0%,0,C469,5,26
18GNLa00xp024PfF1290,Pooled,18,Lay-Sarè,00,K13,P574L,6993,0%,0,P574,5,24
19GNDo00xp032PfF1290,Pooled,19,Dorota,00,K13,D584V,699,0%,0,D584,4,32
18GNMa00xp014PfF1290,Pooled,18,Maferinyah,00,K13,R561H,708,0%,0,R561,5,14
19GNDo00xp008PfF1290,Pooled,19,Dorota,00,K13,I543T,711,0%,0,I543,5,8
18GNLa00xp024PfF1290,Pooled,18,Lay-Sarè,00,K13,V568G,7034,0%,0,V568,5,24
18GNMa00xp022PfF1290,Pooled,18,Maferinyah,00,K13,Y493H,699,0%,0,Y493,5,22
19GNDo00xp037PfF1290,Pooled,19,Dorota,00,K13,R622I,701,0%,0,R622,5,37
19GNHa00xp030PfF1290,Pooled,19,Hamdalaye,00,mitochondrial genome - CYTB CDS,I258M,699,0%,0,I258,5,30
19GNDo00xp035PfF1290,Pooled,19,Dorota,00,PfCRT,M74I,700,0%,0,M74,5,35
19GNDo00xp004PfF1290,Pooled,19,Dorota,00,K13,R539T,701,0%,0,R539,5,4
19GNHa00xp035PfF1290,Pooled,19,Hamdalaye,00,mitochondrial genome - CYTB CDS,I258M,701,0%,0,I258,5,35
18GNMa00xp024PfF1290,Pooled,18,Maferinyah,00,K13,F446I,702,0%,0,F446,5,24
19GNDo00xp030PfF1290,Pooled,19,Dorota,00,K13,D584V,703,0%,0,D584,5,30
18GNMa00xp035PfF1290,Pooled,18,Maferinyah,00,K13,P527H,707,0%,0,P527,5,35
18GNMa00xp031PfF1290,Pooled,18,Maferinyah,00,K13,P553L,708,0%,0,P553,5,31
17GNHa00xp040PfF1153,Pooled,17,Hamdalaye,00,K13,P527H,7,0%,0,P527,1,26
17GNHa00xp040PfF1153,Pooled,17,Hamdalaye,00,K13,N537I,7,0%,0,N537,1,26
17GNHa00xp040PfF1153,Pooled,17,Hamdalaye,00,K13,G538V,7,0%,0,G538,1,26
17GNHa00xp040PfF1153,Pooled,17,Hamdalaye,00,K13,R539T,7,0%,0,R539,1,26
17GNMa00xp048PfF1153,Pooled,17,Maferinyah,00,K13,R515K,7,0%,0,R515,1,26
18GNLa00xp007PfF1290,Pooled,18,Lay-Sarè,00,DHPS,A581G,7,0%,0,A581,5,7
18GNLa00xp009PfF1290,Pooled,18,Lay-Sarè,00,PfCRT,I218F,7,0%,0,I218,5,9
18GNLa00xp014PfF1290,Pooled,18,Lay-Sarè,00,DHPS,A613S,7,0%,0,A613,5,14
18GNLa00xp016PfF1290,Pooled,18,Lay-Sarè,00,DHPS,K540E,7,0%,0,K540,5,16
18GNLa00xp018PfF1290,Pooled,18,Lay-Sarè,00,PfMDR1 ,D1246Y,7,0%,0,D1246,5,18
18GNLa00xp021PfF1290,Pooled,18,Lay-Sarè,00,PfCRT,C72S,7,0%,0,C72,5,21
18GNLa00xp021PfF1290,Pooled,18,Lay-Sarè,00,PfCRT,V73V,7,0%,0,V73,5,21
18GNLa00xp023PfF1290,Pooled,18,Lay-Sarè,00,PfMDR1 ,D1246Y,7,0%,0,D1246,5,23
18GNLa00xp029PfF1153,Pooled,18,Lay-Sarè,00,DHPS,K540E,7,0%,0,K540,5,26
18GNLa00xp029PfF1153,Pooled,18,Lay-Sarè,00,K13,C469F,7,0%,0,C469,5,26
18GNLa00xp029PfF1153,Pooled,18,Lay-Sarè,00,K13,C469Y,7,0%,0,C469,5,26
18GNLa00xp030PfF1153,Pooled,18,Lay-Sarè,00,K13,R561H,7,0%,0,R561,5,26
18GNLa00xp030PfF1153,Pooled,18,Lay-Sarè,00,K13,P574L,7,0%,0,P574,5,26
18GNMa00xp002PfF1290,Pooled,18,Maferinyah,00,DHFR,A16V,7,0%,0,A16,5,2
18GNMa00xp012PfF1290,Pooled,18,Maferinyah,00,PfMDR1 ,N1042D,7,0%,0,N1042,5,12
18GNMa00xp014PfF1290,Pooled,18,Maferinyah,00,PfMDR1 ,D1246Y,7,0%,0,D1246,5,14
18GNMa00xp019PfF1290,Pooled,18,Maferinyah,00,PfCRT,I218F,7,0%,0,I218,5,19
18GNMa00xp019PfF1290,Pooled,18,Maferinyah,00,PfCRT,Q271E,7,0%,0,Q271,5,19
18GNMa00xp019PfF1290,Pooled,18,Maferinyah,00,PfCRT,M343L,7,0%,0,M343,5,19
18GNMa00xp019PfF1290,Pooled,18,Maferinyah,00,PfCRT,C350R,7,0%,0,C350,5,19
18GNMa00xp019PfF1290,Pooled,18,Maferinyah,00,PfCRT,G353V,7,0%,0,G353,5,19
