Sample,Pooled,Year,SITE,TreatmentDay,GENE,G_annotation,COVERAGE,VAF,VF,SNP,PooledSize
18GNLS21A0117PfF1290,Individual,18,Lay-Sarè,21,K13,D584V,57,0%,0,D584,1
17GNHa00A0217PfF1290,Individual,17,Hamdalaye,00,K13,R515K,58,0%,0,R515,1
17GNHa00A0217PfF1290,Individual,17,Hamdalaye,00,K13,I543T,58,0%,0,I543,1
18GNLS21A0112PfF1290,Individual,18,Lay-Sarè,21,K13,P553L,58,0%,0,P553,1
17GNDo00F0019PfF1290,Individual,17,Dorota,00,K13,D584V,58,0%,0,D584,1
17GNHa00A0217PfF1290,Individual,17,Hamdalaye,00,K13,G538V,58,0%,0,G538,1
17GNHa00A0217PfF1290,Individual,17,Hamdalaye,00,K13,R539T,58,0%,0,R539,1
17GNHa16F0011PfF1290,Individual,17,Hamdalaye,16,K13,F446I,58,0%,0,F446,1
18GNLS21A0012PfF1290,Individual,18,Lay-Sarè,21,mitochondrial genome - CYTB CDS,Y268N,58,0%,0,Y268,1
18GNMa00A0001PfF1290,Individual,18,Maferinyah,00,K13,P527H,58,0%,0,P527,1
18GNMa21A0097PfF1290,Individual,18,Maferinyah,21,K13,Y493H,58,0%,0,Y493,1
18GNLS00F0141PfF1290,Individual,18,Lay-Sarè,00,K13,G449A,59,0%,0,G449,1
17GNDo00F0055PfF1290,Individual,17,Dorota,00,K13,P441L,59,0%,0,P441,1
18GNLS00A0012PfF1290,Individual,18,Lay-Sarè,00,K13,P527H,59,0%,0,P527,1
18GNLS21A0112PfF1290,Individual,18,Lay-Sarè,21,K13,I543T,59,0%,0,I543,1
19GNHa00F0172PfF1290,Individual,19,Hamdalaye,00,mitochondrial genome - CYTB CDS,Y268N,590,0%,0,Y268,1
17GNDo00A0006PfF1290,Individual,17,Dorota,00,PfCRT,N75E,6,0%,0,N75,1
17GNDo00A0006PfF1290,Individual,17,Dorota,00,PfCRT,K76T,6,0%,0,K76,1
17GNDo00A0006PfF1290,Individual,17,Dorota,00,PfCRT,T93S,6,0%,0,T93,1
17GNDo00A0006PfF1290,Individual,17,Dorota,00,PfCRT,H97Y,6,0%,0,H97,1
17GNDo00F0067PfF1153,Individual,17,Dorota,00,K13,A675V,6,0%,0,A675,1
17GNDo21F0019PfF1290,Individual,17,Dorota,21,DHPS,A581G,6,0%,0,A581,1
17GNDo21F0055PfF1290,Individual,17,Dorota,21,K13,Y493H,6,0%,0,Y493,1
17GNDo21F0055PfF1290,Individual,17,Dorota,21,mitochondrial genome - CYTB CDS,I258M,6,0%,0,I258,1
17GNHa00A0142PfF1290,Individual,17,Hamdalaye,00,K13,P553L,6,0%,0,P553,1
17GNHa00A0142PfF1290,Individual,17,Hamdalaye,00,K13,D584V,6,0%,0,D584,1
17GNHa00A0159PfF1290,Individual,17,Hamdalaye,00,K13,N537I,6,0%,0,N537,1
17GNHa00A0159PfF1290,Individual,17,Hamdalaye,00,K13,G538V,6,0%,0,G538,1
17GNHa00A0159PfF1290,Individual,17,Hamdalaye,00,K13,R539T,6,0%,0,R539,1
17GNHa00A0159PfF1290,Individual,17,Hamdalaye,00,K13,I543T,6,0%,0,I543,1
17GNHa00A0159PfF1290,Individual,17,Hamdalaye,00,K13,P553L,6,0%,0,P553,1
17GNHa14F0097PfF1290,Individual,17,Hamdalaye,14,PfCRT,V73V,6,0%,0,V73,1
17GNHa14F0097PfF1290,Individual,17,Hamdalaye,14,PfCRT,F145I,6,0%,0,F145,1
17GNHa21F0165PfF1290,Individual,17,Hamdalaye,21,K13,N458Y,6,0%,0,N458,1
17GNHa21F0165PfF1290,Individual,17,Hamdalaye,21,K13,P527H,6,0%,0,P527,1
17GNHa21F0165PfF1290,Individual,17,Hamdalaye,21,K13,P553L,6,0%,0,P553,1
17GNHa21F0165PfF1290,Individual,17,Hamdalaye,21,K13,V568G,6,0%,0,V568,1
17GNHa21F0165PfF1290,Individual,17,Hamdalaye,21,K13,P574L,6,0%,0,P574,1
17GNHa21F0165PfF1290,Individual,17,Hamdalaye,21,K13,A675V,6,0%,0,A675,1
17GNHa25A0217PfF1290,Individual,17,Hamdalaye,25,DHPS,K540E,6,0%,0,K540,1
18GNLa07A0115PfF1121,Individual,18,Lay-Sarè,07,K13,A578S,6,0%,0,A578,1
18GNLa07A0115PfF1121,Individual,18,Lay-Sarè,07,K13,C580Y,6,0%,0,C580,1
18GNLa07A0115PfF1121,Individual,18,Lay-Sarè,07,K13,D584V,6,0%,0,D584,1
18GNLS00A0097PfF1290,Individual,18,Lay-Sarè,00,K13,P441L,6,0%,0,P441,1
18GNLS00A0097PfF1290,Individual,18,Lay-Sarè,00,K13,Y493H,6,0%,0,Y493,1
18GNLS00A0117PfF1290,Individual,18,Lay-Sarè,00,DHPS,S436A,6,0%,0,S436,1
18GNLS00A0127PfF1290,Individual,18,Lay-Sarè,00,DHPS,S436A,6,0%,0,S436,1
18GNLS00A0131PfF1290,Individual,18,Lay-Sarè,00,PfMDR1 ,N1042D,6,0%,0,N1042,1
18GNLS00F0141PfF1290,Individual,18,Lay-Sarè,00,DHPS,A581G,6,0%,0,A581,1
18GNLS14F0141PfF1290,Individual,18,Lay-Sarè,14,DHFR,A16V,6,0%,0,A16,1
18GNLS21A0097PfF1290,Individual,18,Lay-Sarè,21,K13,G449A,6,0%,0,G449,1
18GNLS21A0097PfF1290,Individual,18,Lay-Sarè,21,K13,C469F,6,0%,0,C469,1
18GNLS21A0097PfF1290,Individual,18,Lay-Sarè,21,K13,C469Y,6,0%,0,C469,1
18GNLS21A0097PfF1290,Individual,18,Lay-Sarè,21,K13,M476I,6,0%,0,M476,1
18GNLS21A0103PfF1290,Individual,18,Lay-Sarè,21,DHPS,A581G,6,0%,0,A581,1
18GNLS21A0112PfF1290,Individual,18,Lay-Sarè,21,DHPS,A613S,6,0%,0,A613,1
18GNMa00A0014PfF1290,Individual,18,Maferinyah,00,PfCRT,M343L,6,0%,0,M343,1
18GNMa00A0014PfF1290,Individual,18,Maferinyah,00,PfCRT,C350R,6,0%,0,C350,1
18GNMa00A0014PfF1290,Individual,18,Maferinyah,00,PfCRT,G353V,6,0%,0,G353,1
18GNMa00A0014PfF1290,Individual,18,Maferinyah,00,PfCRT,I356T,6,0%,0,I356,1
18GNMa00A0014PfF1290,Individual,18,Maferinyah,00,PfMDR1 ,N86Y,6,0%,0,N86,1
18GNMa00A0106PfF1290,Individual,18,Maferinyah,00,K13,P441L,6,0%,0,P441,1
18GNMa00A0106PfF1290,Individual,18,Maferinyah,00,K13,F446I,6,0%,0,F446,1
18GNMa00A0106PfF1290,Individual,18,Maferinyah,00,K13,G449A,6,0%,0,G449,1
18GNMa00A0106PfF1290,Individual,18,Maferinyah,00,K13,N458Y,6,0%,0,N458,1
18GNMa00A0106PfF1290,Individual,18,Maferinyah,00,K13,C469F,6,0%,0,C469,1
18GNMa00A0106PfF1290,Individual,18,Maferinyah,00,K13,C469Y,6,0%,0,C469,1
18GNMa00A0129PfF1290,Individual,18,Maferinyah,00,DHFR,I164L,6,0%,0,I164,1
18GNMa00A0177PfF1290,Individual,18,Maferinyah,00,PfMDR1 ,S1034C,6,0%,0,S1034,1
18GNMa1A0129PfF1290,Individual,18,Maferinyah,01,K13,N458Y,6,0%,0,N458,1
18GNMa21A0001PfF1290,Individual,18,Maferinyah,21,DHPS,K540E,6,0%,0,K540,1
18GNMa21A0001PfF1290,Individual,18,Maferinyah,21,DHPS,A581G,6,0%,0,A581,1
18GNMa21A0177PfF1290,Individual,18,Maferinyah,21,K13,P553L,6,0%,0,P553,1
19GNDo27A0134PfF1290,Individual,19,Dorota,27,PfMDR1 ,S1034C,6,0%,0,S1034,1
19GNHa00A0163PfF1290,Individual,19,Hamdalaye,00,PfCRT,T93S,6,0%,0,T93,1
19GNHa00A0163PfF1290,Individual,19,Hamdalaye,00,PfCRT,H97Y,6,0%,0,H97,1
19GNHa00A0163PfF1290,Individual,19,Hamdalaye,00,PfMDR1 ,N86Y,6,0%,0,N86,1
19GNHa14A0077PfF1290,Individual,19,Hamdalaye,14,DHPS,K540E,6,0%,0,K540,1
19GNHa14A0077PfF1290,Individual,19,Hamdalaye,14,PfMDR1 ,N1042D,6,0%,0,N1042,1
18GNMa00A0014PfF1290,Individual,18,Maferinyah,00,PfCRT,C72S,7,0%,0,C72,1
18GNMa1A0129PfF1290,Individual,18,Maferinyah,01,K13,C469F,7,0%,0,C469,1
18GNMa1A0129PfF1290,Individual,18,Maferinyah,01,K13,C469Y,7,0%,0,C469,1
18GNMa1A0129PfF1290,Individual,18,Maferinyah,01,K13,M476I,7,0%,0,M476,1
17GNHa00F0165PfF1290,Individual,17,Hamdalaye,00,DHFR,A16V,8,0%,0,A16,1
17GNHa00A0217PfF1290,Individual,17,Hamdalaye,00,K13,V568G,60,0%,0,V568,1
18GNLS00A0012PfF1290,Individual,18,Lay-Sarè,00,K13,M476I,60,0%,0,M476,1
18GNLS00F0141PfF1290,Individual,18,Lay-Sarè,00,K13,R561H,61,0%,0,R561,1
17GNDo00F0019PfF1290,Individual,17,Dorota,00,K13,A578S,62,0%,0,A578,1
18GNMa21A0001PfF1290,Individual,18,Maferinyah,21,K13,M476I,62,0%,0,M476,1
18GNMa00F0187PfF1121,Individual,18,Maferinyah,00,K13,P527H,608,0%,0,P527,1
18GNMa00F0187PfF1121,Individual,18,Maferinyah,00,K13,R515K,609,0%,0,R515,1
17GNDo00F0019PfF1290,Individual,17,Dorota,00,K13,G449A,61,0%,0,G449,1
17GNDo00F0019PfF1290,Individual,17,Dorota,00,K13,C580Y,61,0%,0,C580,1
17GNHa00A0217PfF1290,Individual,17,Hamdalaye,00,K13,Y493H,61,0%,0,Y493,1
17GNHa21A0159PfF1290,Individual,17,Hamdalaye,21,DHFR,A16V,61,0%,0,A16,1
18GNLS00A0012PfF1290,Individual,18,Lay-Sarè,00,K13,A481V,61,0%,0,A481,1
18GNLS00A0012PfF1290,Individual,18,Lay-Sarè,00,K13,Y493H,61,0%,0,Y493,1
18GNLS00A0131PfF1290,Individual,18,Lay-Sarè,00,K13,A675V,61,0%,0,A675,1
18GNMa00A0001PfF1290,Individual,18,Maferinyah,00,K13,R515K,61,0%,0,R515,1
18GNMa21A0106PfF1290,Individual,18,Maferinyah,21,K13,G449A,61,0%,0,G449,1
19GNHa00A0077PfF1290,Individual,19,Hamdalaye,00,K13,D584V,61,0%,0,D584,1
17GNHa00A0217PfF1290,Individual,17,Hamdalaye,00,K13,R622I,62,0%,0,R622,1
18GNLS21A0112PfF1290,Individual,18,Lay-Sarè,21,K13,A578S,62,0%,0,A578,1
19GNHa00A0077PfF1290,Individual,19,Hamdalaye,00,K13,C469F,62,0%,0,C469,1
19GNHa00A0077PfF1290,Individual,19,Hamdalaye,00,K13,C469Y,62,0%,0,C469,1
18GNLS21A0112PfF1290,Individual,18,Lay-Sarè,21,K13,R561H,64,0%,0,R561,1
19GNHa00A0077PfF1290,Individual,19,Hamdalaye,00,K13,A675V,62,0%,0,A675,1
18GNLS00A0103PfF1290,Individual,18,Lay-Sarè,00,K13,N537I,63,0%,0,N537,1
18GNLS00A0131PfF1290,Individual,18,Lay-Sarè,00,K13,R622I,63,0%,0,R622,1
19GNHa00A0163PfF1290,Individual,19,Hamdalaye,00,DHPS,A613S,63,0%,0,A613,1
18GNMa00F0187PfF1121,Individual,18,Maferinyah,00,K13,R622I,621,0%,0,R622,1
17GNHa16F0011PfF1290,Individual,17,Hamdalaye,16,K13,G449A,63,0%,0,G449,1
17GNHa25A0217PfF1290,Individual,17,Hamdalaye,25,K13,R622I,63,0%,0,R622,1
18GNLS00A0112PfF1290,Individual,18,Lay-Sarè,00,mitochondrial genome - CYTB CDS,Y268N,63,0%,0,Y268,1
18GNLS21A0112PfF1290,Individual,18,Lay-Sarè,21,K13,D584V,63,0%,0,D584,1
19GNHa00A0077PfF1290,Individual,19,Hamdalaye,00,K13,C580Y,63,0%,0,C580,1
19GNHa28A0163PfF1290,Individual,19,Hamdalaye,28,K13,P441L,63,0%,0,P441,1
17GNDo00F0019PfF1290,Individual,17,Dorota,00,K13,P527H,64,0%,0,P527,1
18GNMa21A0106PfF1290,Individual,18,Maferinyah,21,K13,R622I,64,0%,0,R622,1
19GNHa00F0172PfF1290,Individual,19,Hamdalaye,00,DHFR,I164L,64,0%,0,I164,1
18GNMa21A0097PfF1290,Individual,18,Maferinyah,21,K13,N537I,65,0%,0,N537,1
19GNHa00A0077PfF1290,Individual,19,Hamdalaye,00,K13,A578S,66,0%,0,A578,1
17GNDo00F0019PfF1290,Individual,17,Dorota,00,K13,P574L,64,0%,0,P574,1
18GNMa00A0001PfF1290,Individual,18,Maferinyah,00,K13,C469F,64,0%,0,C469,1
18GNMa00A0001PfF1290,Individual,18,Maferinyah,00,K13,C469Y,64,0%,0,C469,1
19GNHa00A0077PfF1290,Individual,19,Hamdalaye,00,K13,M476I,64,0%,0,M476,1
17GNDo21A0006PfF1290,Individual,17,Dorota,21,mitochondrial genome - CYTB CDS,I258M,65,0%,0,I258,1
17GNHa00A0217PfF1290,Individual,17,Hamdalaye,00,K13,A578S,65,0%,0,A578,1
18GNMa21A0097PfF1290,Individual,18,Maferinyah,21,K13,R622I,65,0%,0,R622,1
19GNHa00A0077PfF1290,Individual,19,Hamdalaye,00,K13,V568G,65,0%,0,V568,1
18GNMa00A0097PfF1290,Individual,18,Maferinyah,00,K13,N458Y,65,0%,0,N458,1
18GNMa21A0001PfF1290,Individual,18,Maferinyah,21,K13,A675V,65,0%,0,A675,1
19GNHa00A0077PfF1290,Individual,19,Hamdalaye,00,K13,P574L,65,0%,0,P574,1
17GNDo00F0019PfF1290,Individual,17,Dorota,00,K13,R561H,66,0%,0,R561,1
18GNLS00A0103PfF1290,Individual,18,Lay-Sarè,00,K13,G538V,66,0%,0,G538,1
18GNLS21A0103PfF1290,Individual,18,Lay-Sarè,21,K13,R622I,66,0%,0,R622,1
18GNLS21A0112PfF1290,Individual,18,Lay-Sarè,21,K13,P574L,66,0%,0,P574,1
18GNLS21A0136PfF1290,Individual,18,Lay-Sarè,21,mitochondrial genome - CYTB CDS,Y268N,66,0%,0,Y268,1
18GNMa00A0097PfF1290,Individual,18,Maferinyah,00,mitochondrial genome - CYTB CDS,Y268N,66,0%,0,Y268,1
18GNMa21A0106PfF1290,Individual,18,Maferinyah,21,mitochondrial genome - CYTB CDS,I258M,66,0%,0,I258,1
18GNLS00A0103PfF1290,Individual,18,Lay-Sarè,00,K13,R622I,67,0%,0,R622,1
18GNMa21A0097PfF1290,Individual,18,Maferinyah,21,K13,G538V,67,0%,0,G538,1
19GNHa00A0077PfF1290,Individual,19,Hamdalaye,00,K13,A481V,67,0%,0,A481,1
18GNLS00A0012PfF1290,Individual,18,Lay-Sarè,00,K13,N537I,68,0%,0,N537,1
17GNHa25A0217PfF1290,Individual,17,Hamdalaye,25,mitochondrial genome - CYTB CDS,I258M,667,0%,0,I258,1
18GNLS00F0141PfF1290,Individual,18,Lay-Sarè,00,K13,N458Y,67,0%,0,N458,1
18GNLS21A0112PfF1290,Individual,18,Lay-Sarè,21,K13,V568G,67,0%,0,V568,1
18GNMa21A0106PfF1290,Individual,18,Maferinyah,21,K13,N458Y,67,0%,0,N458,1
18GNLS00F0141PfF1290,Individual,18,Lay-Sarè,00,K13,C469F,69,0%,0,C469,1
18GNLS00F0141PfF1290,Individual,18,Lay-Sarè,00,K13,C469Y,69,0%,0,C469,1
18GNMa21A0097PfF1290,Individual,18,Maferinyah,21,K13,R539T,69,0%,0,R539,1
17GNHa25A0217PfF1290,Individual,17,Hamdalaye,25,K13,F446I,71,0%,0,F446,1
17GNDo00A0006PfF1290,Individual,17,Dorota,00,K13,I543T,68,0%,0,I543,1
17GNHa00F0165PfF1290,Individual,17,Hamdalaye,00,mitochondrial genome - CYTB CDS,I258M,68,0%,0,I258,1
18GNLS00A0103PfF1290,Individual,18,Lay-Sarè,00,K13,R539T,68,0%,0,R539,1
18GNLS00F0141PfF1290,Individual,18,Lay-Sarè,00,K13,M476I,68,0%,0,M476,1
18GNLS21A0012PfF1290,Individual,18,Lay-Sarè,21,mitochondrial genome - CYTB CDS,I258M,68,0%,0,I258,1
18GNMa00A0001PfF1290,Individual,18,Maferinyah,00,K13,Y493H,68,0%,0,Y493,1
17GNDo00F0019PfF1290,Individual,17,Dorota,00,K13,V568G,69,0%,0,V568,1
18GNLS00A0012PfF1290,Individual,18,Lay-Sarè,00,K13,G538V,70,0%,0,G538,1
17GNDo00F0019PfF1290,Individual,17,Dorota,00,K13,N537I,71,0%,0,N537,1
17GNHa16F0011PfF1290,Individual,17,Hamdalaye,16,K13,P553L,71,0%,0,P553,1
19GNHa00F0172PfF1290,Individual,19,Hamdalaye,00,mitochondrial genome - CYTB CDS,I258M,686,0%,0,I258,1
17GNDo00A0006PfF1290,Individual,17,Dorota,00,K13,R515K,69,0%,0,R515,1
17GNDo00A0006PfF1290,Individual,17,Dorota,00,K13,P527H,69,0%,0,P527,1
17GNHa16F0011PfF1290,Individual,17,Hamdalaye,16,K13,N458Y,69,0%,0,N458,1
18GNLS21A0103PfF1290,Individual,18,Lay-Sarè,21,K13,A675V,69,0%,0,A675,1
18GNMa00A0097PfF1290,Individual,18,Maferinyah,00,K13,A675V,69,0%,0,A675,1
17GNDo00A0006PfF1290,Individual,17,Dorota,00,K13,N537I,70,0%,0,N537,1
17GNHa16F0011PfF1290,Individual,17,Hamdalaye,16,K13,N537I,70,0%,0,N537,1
18GNLS00F0141PfF1290,Individual,18,Lay-Sarè,00,K13,P553L,70,0%,0,P553,1
17GNHa16F0011PfF1290,Individual,17,Hamdalaye,16,K13,I543T,71,0%,0,I543,1
17GNDo00F0019PfF1290,Individual,17,Dorota,00,K13,P553L,72,0%,0,P553,1
18GNMa00A0001PfF1290,Individual,18,Maferinyah,00,K13,M476I,72,0%,0,M476,1
17GNDo21A0006PfF1290,Individual,17,Dorota,21,DHPS,S436A,7,0%,0,S436,1
17GNDo21A0006PfF1290,Individual,17,Dorota,21,K13,A675V,7,0%,0,A675,1
17GNHa00A0002PfF1290,Individual,17,Hamdalaye,00,K13,P574L,7,0%,0,P574,1
17GNHa00A0002PfF1290,Individual,17,Hamdalaye,00,K13,D584V,7,0%,0,D584,1
17GNHa00A0159PfF1290,Individual,17,Hamdalaye,00,K13,N458Y,7,0%,0,N458,1
17GNHa00A0159PfF1290,Individual,17,Hamdalaye,00,K13,A578S,7,0%,0,A578,1
17GNHa00A0159PfF1290,Individual,17,Hamdalaye,00,K13,C580Y,7,0%,0,C580,1
17GNHa00A0159PfF1290,Individual,17,Hamdalaye,00,K13,D584V,7,0%,0,D584,1
17GNHa21F0165PfF1290,Individual,17,Hamdalaye,21,K13,C469F,7,0%,0,C469,1
17GNHa21F0165PfF1290,Individual,17,Hamdalaye,21,K13,C469Y,7,0%,0,C469,1
17GNHa21F0165PfF1290,Individual,17,Hamdalaye,21,K13,M476I,7,0%,0,M476,1
17GNHa21F0165PfF1290,Individual,17,Hamdalaye,21,K13,A578S,7,0%,0,A578,1
17GNHa21F0165PfF1290,Individual,17,Hamdalaye,21,K13,C580Y,7,0%,0,C580,1
18GNLa07A0115PfF1121,Individual,18,Lay-Sarè,07,K13,A675V,7,0%,0,A675,1
18GNLS00A0097PfF1290,Individual,18,Lay-Sarè,00,K13,G449A,7,0%,0,G449,1
18GNLS00A0097PfF1290,Individual,18,Lay-Sarè,00,K13,A578S,7,0%,0,A578,1
18GNLS00A0097PfF1290,Individual,18,Lay-Sarè,00,K13,A675V,7,0%,0,A675,1
18GNLS00A0131PfF1290,Individual,18,Lay-Sarè,00,DHPS,A613S,7,0%,0,A613,1
18GNLS14A0127PfF1290,Individual,18,Lay-Sarè,14,DHFR,I164L,7,0%,0,I164,1
18GNLS21A0097PfF1290,Individual,18,Lay-Sarè,21,K13,P441L,7,0%,0,P441,1
18GNLS21A0112PfF1290,Individual,18,Lay-Sarè,21,DHPS,A437G,7,0%,0,A437,1
18GNMa00A0014PfF1290,Individual,18,Maferinyah,00,PfCRT,V73V,7,0%,0,V73,1
18GNMa21A0106PfF1290,Individual,18,Maferinyah,21,DHPS,A613S,7,0%,0,A613,1
18GNMa21A0177PfF1290,Individual,18,Maferinyah,21,K13,C469F,7,0%,0,C469,1
18GNMa21A0177PfF1290,Individual,18,Maferinyah,21,K13,C469Y,7,0%,0,C469,1
18GNMa21A0177PfF1290,Individual,18,Maferinyah,21,K13,R561H,7,0%,0,R561,1
18GNMa21A0177PfF1290,Individual,18,Maferinyah,21,K13,V568G,7,0%,0,V568,1
18GNMa21A0177PfF1290,Individual,18,Maferinyah,21,K13,A675V,7,0%,0,A675,1
19GNDo00A0127PfF1290,Individual,19,Dorota,00,DHPS,A581G,7,0%,0,A581,1
19GNDo00A0127PfF1290,Individual,19,Dorota,00,DHPS,A613S,7,0%,0,A613,1
18GNLS21A0097PfF1290,Individual,18,Lay-Sarè,21,K13,F446I,8,0%,0,F446,1
18GNMa00A0177PfF1290,Individual,18,Maferinyah,00,PfMDR1 ,D1246Y,8,0%,0,D1246,1
19GNDo27A0134PfF1290,Individual,19,Dorota,27,DHPS,K540E,8,0%,0,K540,1
17GNHa16F0011PfF1290,Individual,17,Hamdalaye,16,K13,G538V,70,0%,0,G538,1
17GNHa16F0011PfF1290,Individual,17,Hamdalaye,16,K13,R539T,70,0%,0,R539,1
17GNHa25A0217PfF1290,Individual,17,Hamdalaye,25,K13,G449A,70,0%,0,G449,1
18GNLS00A0012PfF1290,Individual,18,Lay-Sarè,00,K13,D584V,70,0%,0,D584,1
18GNLS00F0141PfF1290,Individual,18,Lay-Sarè,00,K13,A481V,70,0%,0,A481,1
18GNMa00A0001PfF1290,Individual,18,Maferinyah,00,K13,A481V,70,0%,0,A481,1
18GNMa21A0097PfF1290,Individual,18,Maferinyah,21,mitochondrial genome - CYTB CDS,Y268N,70,0%,0,Y268,1
19GNDo21A0127PfF1290,Individual,19,Dorota,21,mitochondrial genome - CYTB CDS,Y268N,70,0%,0,Y268,1
19GNHa00A0077PfF1290,Individual,19,Hamdalaye,00,K13,Y493H,70,0%,0,Y493,1
19GNHa00A0077PfF1290,Individual,19,Hamdalaye,00,K13,R561H,70,0%,0,R561,1
17GNDo00A0006PfF1290,Individual,17,Dorota,00,K13,G538V,71,0%,0,G538,1
17GNDo00A0006PfF1290,Individual,17,Dorota,00,K13,R539T,71,0%,0,R539,1
18GNMa00A0177PfF1290,Individual,18,Maferinyah,00,DHFR,A16V,72,0%,0,A16,1
18GNMa00F0187PfF1121,Individual,18,Maferinyah,00,K13,P441L,709,0%,0,P441,1
18GNMa00F0187PfF1121,Individual,18,Maferinyah,00,K13,N537I,716,0%,0,N537,1
17GNHa00A0217PfF1290,Individual,17,Hamdalaye,00,K13,C580Y,71,0%,0,C580,1
18GNLS00A0012PfF1290,Individual,18,Lay-Sarè,00,K13,R539T,71,0%,0,R539,1
18GNLS00A0131PfF1290,Individual,18,Lay-Sarè,00,K13,Y493H,71,0%,0,Y493,1
17GNDo00F0019PfF1290,Individual,17,Dorota,00,K13,G538V,72,0%,0,G538,1
17GNHa16F0011PfF1290,Individual,17,Hamdalaye,16,K13,P527H,72,0%,0,P527,1
18GNMa00F0187PfF1121,Individual,18,Maferinyah,00,K13,F446I,719,0%,0,F446,1
17GNDo00F0019PfF1290,Individual,17,Dorota,00,K13,R539T,72,0%,0,R539,1
18GNLS00A0112PfF1290,Individual,18,Lay-Sarè,00,mitochondrial genome - CYTB CDS,I258M,72,0%,0,I258,1
19GNHa00A0077PfF1290,Individual,19,Hamdalaye,00,K13,P553L,72,0%,0,P553,1
18GNMa00A0097PfF1290,Individual,18,Maferinyah,00,K13,C469F,73,0%,0,C469,1
18GNMa00A0097PfF1290,Individual,18,Maferinyah,00,K13,C469Y,73,0%,0,C469,1
18GNMa21A0001PfF1290,Individual,18,Maferinyah,21,K13,Y493H,73,0%,0,Y493,1
19GNHa28A0163PfF1290,Individual,19,Hamdalaye,28,K13,F446I,74,0%,0,F446,1
19GNHa00A0077PfF1290,Individual,19,Hamdalaye,00,K13,R515K,75,0%,0,R515,1
18GNMa00F0187PfF1121,Individual,18,Maferinyah,00,K13,G538V,728,0%,0,G538,1
18GNMa00F0187PfF1121,Individual,18,Maferinyah,00,K13,R539T,730,0%,0,R539,1
18GNMa00F0187PfF1121,Individual,18,Maferinyah,00,K13,G449A,728,0%,0,G449,1
17GNDo00F0019PfF1290,Individual,17,Dorota,00,mitochondrial genome - CYTB CDS,Y268N,73,0%,0,Y268,1
18GNMa21A0106PfF1290,Individual,18,Maferinyah,21,K13,A675V,73,0%,0,A675,1
19GNDo27A0134PfF1290,Individual,19,Dorota,27,K13,P527H,73,0%,0,P527,1
19GNDo27A0134PfF1290,Individual,19,Dorota,27,K13,R622I,73,0%,0,R622,1
17GNHa14F0097PfF1290,Individual,17,Hamdalaye,14,DHPS,A581G,74,0%,0,A581,1
18GNMa21A0106PfF1290,Individual,18,Maferinyah,21,K13,M476I,74,0%,0,M476,1
19GNDo27A0134PfF1290,Individual,19,Dorota,27,K13,R515K,74,0%,0,R515,1
17GNHa14F0097PfF1290,Individual,17,Hamdalaye,14,DHFR,A16V,75,0%,0,A16,1
18GNLS21A0103PfF1290,Individual,18,Lay-Sarè,21,K13,F446I,76,0%,0,F446,1
18GNMa00F0187PfF1121,Individual,18,Maferinyah,00,K13,I543T,742,0%,0,I543,1
17GNDo00F0019PfF1290,Individual,17,Dorota,00,K13,I543T,74,0%,0,I543,1
17GNHa16F0011PfF1290,Individual,17,Hamdalaye,16,K13,R622I,74,0%,0,R622,1
18GNLS00F0141PfF1290,Individual,18,Lay-Sarè,00,K13,Y493H,74,0%,0,Y493,1
18GNMa00F0182PfF1290,Individual,18,Maferinyah,00,K13,A675V,74,0%,0,A675,1
18GNMa21A0106PfF1290,Individual,18,Maferinyah,21,K13,A481V,74,0%,0,A481,1
17GNDo21F0002PfF1290,Individual,17,Dorota,21,DHFR,I164L,75,0%,0,I164,1
17GNDo21F0019PfF1290,Individual,17,Dorota,21,K13,P441L,75,0%,0,P441,1
17GNDo21F0019PfF1290,Individual,17,Dorota,21,K13,F446I,75,0%,0,F446,1
18GNLS00F0141PfF1290,Individual,18,Lay-Sarè,00,K13,P527H,75,0%,0,P527,1
18GNLS21F0156PfF1290,Individual,18,Lay-Sarè,21,DHFR,A16V,75,0%,0,A16,1
18GNMa21A0097PfF1290,Individual,18,Maferinyah,21,K13,I543T,75,0%,0,I543,1
19GNHa28A0163PfF1290,Individual,19,Hamdalaye,28,K13,R622I,75,0%,0,R622,1
18GNLS21A0103PfF1290,Individual,18,Lay-Sarè,21,K13,G449A,75,0%,0,G449,1
18GNLS21A0103PfF1290,Individual,18,Lay-Sarè,21,K13,N458Y,75,0%,0,N458,1
18GNMa21F0182PfF1290,Individual,18,Maferinyah,21,mitochondrial genome - CYTB CDS,I258M,75,0%,0,I258,1
17GNDo21F0019PfF1290,Individual,17,Dorota,21,K13,C580Y,76,0%,0,C580,1
18GNLS00A0012PfF1290,Individual,18,Lay-Sarè,00,K13,I543T,77,0%,0,I543,1
18GNMa00A0001PfF1290,Individual,18,Maferinyah,00,K13,N537I,78,0%,0,N537,1
17GNDo21F0019PfF1290,Individual,17,Dorota,21,K13,N458Y,76,0%,0,N458,1
17GNDo21F0019PfF1290,Individual,17,Dorota,21,K13,A675V,76,0%,0,A675,1
17GNHa16F0011PfF1290,Individual,17,Hamdalaye,16,K13,V568G,76,0%,0,V568,1
17GNHa25A0217PfF1290,Individual,17,Hamdalaye,25,K13,P441L,76,0%,0,P441,1
19GNHa00A0077PfF1290,Individual,19,Hamdalaye,00,K13,I543T,76,0%,0,I543,1
